gene,NA19099_Cardiomyocytes,NA18522_Cardiomyocytes,NA19093_Cardiomyocytes
ENSG00000291215,-0.7373401850035073,-0.8325582599369881,-0.9677586307622157
LINC01409,0.4545909925529123,0.13033987077978176,-0.0032034038211499593
LINC00115,-0.8277924832238099,-0.5268401884542442,-0.6518252714486898
LINC01128,-0.3505387620047778,-0.24587453118479635,-0.25187218886259194
SAMD11,0.0792678587342231,0.5552315214394951,0.10458367731526855
NOC2L,-0.6330623325177845,-0.747654305702838,-0.6667715536818903
HES4,0.6696950501039325,0.38452473350210775,0.6624353760288955
ISG15,0.041196684107049554,0.10724908120338837,1.0555902292206945
AGRN,-0.5785458010772082,-0.5240039776744112,-0.7320567224966581
C1orf159,0.19279427703316543,0.396649568697864,0.10436433737896776
SDF4,-0.6552246930506165,-0.7095266645501752,-0.7629454864417013
B3GALT6,-0.7565013478758864,-0.819836488985942,-0.6196431313324986
UBE2J2,-0.816695499667901,-0.8170683759909032,-0.6443913501020937
ACAP3,-0.7350858943563808,-0.6980646198428992,-0.5022342706684492
PUSL1,-0.5577936124420547,-0.6622280784511042,-0.4563549247903395
INTS11,-0.7486712481399671,-0.734789086062019,-0.7901383590550921
CPTP,-0.5681360669564519,-0.822107280643749,-0.8640300740126214
DVL1,-0.7898535519601246,-0.8066862382961199,-0.7808208610127708
MXRA8,0.7664579797331967,0.6128697052573209,0.23072731122590887
AURKAIP1,-0.6657642617180777,-0.6806059117704316,-0.7556697582491232
CCNL2,-0.38848319021042954,-0.4853857645092425,-0.6151399574428105
MRPL20-AS1,-0.6281609484146992,-0.7162504840293309,-0.6154399964972902
MRPL20,-0.8174482240200724,-0.7264824206764402,-0.686357284485048
VWA1,-0.8102862603746708,-0.7395346450646727,-0.774693595353277
ATAD3B,-0.672051065122396,-0.6563732131695871,-0.6047871869863641
ATAD3A,-0.6802467073573233,-0.5995327663800722,-0.47908512413122034
TMEM240,-0.9034601996062683,-0.8382062953087193,-0.7811762899418682
SSU72,-0.8591694271807846,-0.8879967822462902,-0.8219570132060667
FNDC10,-0.3998706871728999,-0.3480254887504835,-0.46348072074930263
ENSG00000272106,-0.6216292041623142,-0.6463003529834452,-0.6361582591960905
MIB2,-0.6699999305068759,-0.7123244284359913,-0.6631073381309172
MMP23B,0.17481279425256696,0.21646927778812147,-0.12250177373425691
CDK11B,-0.7369143894874028,-0.6363983226410745,-0.5511297962364202
SLC35E2B,-0.5366031090566246,-0.5306720363757194,-0.7396654817261918
CDK11A,-0.7790920147586426,-0.5029997379952746,-0.5767559151937861
ENSG00000290854,-0.47542699855588927,-0.6048364721630826,-0.4716281654651943
NADK,-0.6792234906643061,-0.7673369395397067,-0.7035822014328943
GNB1,-0.2822875243794165,-0.47612881007489355,-0.4401097074107412
PRKCZ,-0.44290919958654834,-0.43446320964939744,-0.4562069428067802
FAAP20,-0.6898125945087372,-0.613618678094575,-0.7375812376678539
SKI,-0.4640765687658081,-0.45978117256541756,-0.40635733035385607
MORN1,-0.7297481806110184,-0.5485543587054132,-0.7195119596261073
RER1,-0.7156266119870622,-0.7284459215879693,-0.7678204974294226
PEX10,-0.7513796162998752,-0.6397376939826637,-0.5139706587763976
PANK4,-1.0143765372558953,-1.00375766904126,-0.46560566656860664
PRXL2B,-0.7611854151661674,-0.680575657017222,-0.5966030308131458
PRDM16-DT,0.5442682976465462,0.26019868911222593,0.3913077890802335
PRDM16,0.9710187289314618,1.1841802852326637,1.0970579631905188
MEGF6,-0.34007927139571587,-0.2586699465559689,-0.47622635971177374
TPRG1L,-0.6110920087404955,-0.5217798122263771,-0.43764846024107845
WRAP73,-0.6947033094899133,-0.6833501245923409,-0.7402905580469117
SMIM1,-0.38558370098897404,-0.5278075972534637,-0.31398650768961284
LRRC47,-0.6429528210850536,-0.69681425819822,-0.5245547514938096
CEP104,-0.42273922177358264,-0.3616111454711692,-0.45807714258641147
DFFB,-0.38123563042733727,-0.5013246883586541,-0.483444729030424
C1orf174,-0.45273613153676,-0.4625804932665751,-0.4420307740416831
NPHP4,0.3398741988656617,0.31946208752247784,0.573149213160395
KCNAB2,-0.08897715508500076,-0.2666936652059349,-0.02773250287644307
RPL22,-0.5818209010335007,-0.2934011243481471,-0.31444946640120014
RNF207,0.0345303389617264,-0.39180508514877493,-0.2551924932684493
ICMT,-0.3788782189638731,-0.4781170645294423,-0.38975130034056343
GPR153,-0.46369202726711833,-0.16112728572398535,-0.22918645591175138
ACOT7,0.133375151954862,-0.08881362799471756,-0.22386625489266979
PLEKHG5,-0.41557799349545727,-0.3629285738955836,-0.42991382660601823
NOL9,-0.6363714772635731,-0.7739026876053607,-0.5318541644079319
ZBTB48,-0.5876068999568069,-0.6820216418110406,-0.7922492516420085
KLHL21,-0.2655068295371628,-0.3596137097993761,-0.4576556368488021
PHF13,-0.36569048633919016,-0.49453152417563834,-0.42647870427936146
