gene,NA19099_Cardiomyocytes,NA18522_Cardiomyocytes,NA19093_Cardiomyocytes
ENSG00000291215,-0.4924153573948438,-0.8835581955538707,-1.088203893462886
LINC01409,0.3085920414945064,0.12464038641698488,-0.4123630549863684
LINC00115,-0.960001121483181,-1.2325698394575504,0.05433102166684368
LINC01128,-0.43895437233339857,0.5745291708689138,0.12787487494967556
SAMD11,-0.5259197449784416,0.4026391401923632,0.0814698970260856
NOC2L,-0.2532434719086751,-2.5863238510190953,-1.0946067620145428
HES4,0.9984639127159411,0.11633876847537289,-0.6485420363170853
ISG15,0.32448098850958473,0.192759098424819,-0.14240886333859848
AGRN,-1.4385165784791916,-0.03947812118281387,-0.529130956445897
C1orf159,0.30481940557089976,0.3635172720262396,0.2625471455614488
SDF4,-0.40307838426417325,-1.008470173589643,-0.2512231628090263
B3GALT6,-0.8427755262557888,-0.28695346507349123,-0.334265969202157
UBE2J2,-0.3376765308653517,-0.9992082427926866,-0.9576595622079155
ACAP3,-0.6551614101329974,-0.3727774802372608,-0.8605086781577675
PUSL1,0.1764224966783204,-0.9643133170196769,-0.6835558908363204
INTS11,-0.45185637390393657,0.007521728241023512,-0.21529594946994732
CPTP,-0.009290021573178864,-0.21676396505722192,-0.2901463355599887
MXRA8,0.22499375399694801,0.23427820332862118,0.06255939016720184
AURKAIP1,-0.635083137023365,-0.8050354528720582,-1.1658411737068128
CCNL2,-1.1017688162929993,-0.2406846761540748,-1.2156316208713491
MRPL20-AS1,-1.169734910353796,-0.1117708683665945,-2.0080424728616677
MRPL20,-0.853081204856398,-0.6579483647350665,-0.43904482042069043
ATAD3B,-0.6665611835706855,-1.0135944405101363,-0.7795347010884015
ATAD3A,-0.37930431106712,-0.6335362598035097,-2.53243350816453
SSU72,-0.6861249198469004,-0.6433123040126459,-0.8540653450888165
FNDC10,-1.6707588264816984,0.2029590431698303,-0.5645785097890653
ENSG00000272106,-0.3228920238707147,-0.7848958838141726,-0.54365186407086
MIB2,-0.17296645937610572,-0.8439295721574993,-0.33509239211572245
CDK11B,-0.3015059709455201,-0.6326137668204588,-1.4622738529604682
SLC35E2B,-1.1004391417152526,-1.0218778662153625,-0.7927384716038333
CDK11A,-0.4728174036829386,-1.4576781654179491,-0.08773430249417301
ENSG00000290854,-1.2570486989812046,-0.2721301178000956,-0.4819027767780888
NADK,-0.5026464021238474,-0.33418956447824394,-0.7312028648870204
GNB1,-0.09176692879926658,-0.052107048713821755,-0.15005407007291544
PRKCZ,-0.7226891323197435,-0.6296261316313442,0.3077064918719792
FAAP20,-0.727007738381289,-0.2728686142243717,-1.6045485285251786
SKI,-0.7152672802972582,0.07759775578083965,0.08146372769997266
MORN1,-0.649646638417714,-0.3012597004683819,-0.7326855874468592
RER1,-0.8477835944180471,-1.0361695513494595,-0.5634676402383932
PEX10,-0.2629733299539971,-0.352947833830072,-1.2200975869119937
PANK4,-0.9588562880257072,-1.3578261069983313,-0.27764284715209436
PRXL2B,-0.9398877436499866,-0.39011806003082583,-0.1566372894978017
PRDM16-DT,0.5478681335701374,-0.6770001282647585,0.5708451825797916
PRDM16,1.4061043857829105,0.9540834937158705,1.3294695698726038
MEGF6,-0.04229854219646612,-0.2619886925040369,-0.09695245449713857
TPRG1L,-0.8292854051897436,-0.17729042137507994,0.03138357947344876
WRAP73,-1.030081548087658,-0.5914354655898856,-1.7735738985228195
SMIM1,-0.49292662681008526,-0.5034667228614184,-0.3062217562764608
LRRC47,-1.280846125688818,-0.6835329168599033,-0.3514817622111934
CEP104,-1.190583571845771,-0.3475863073876439,0.24412755619151125
DFFB,0.22036718939912694,-0.6656073618042236,0.7848999598635337
C1orf174,-0.5649462870114731,0.12306807863947707,0.4724510894469631
NPHP4,0.4746393431006232,0.4442084126991866,0.2973006903750175
KCNAB2,0.6310121778293158,-0.03733499822780212,-0.6777453844332691
RPL22,-0.5987513446400533,-0.7425382209666296,-0.18448386459429153
RNF207,0.1700866135406577,-0.254633239319606,-0.4064549394406853
ICMT,-0.05161622581164235,-0.060035716046066105,0.006605154353248924
GPR153,-0.7481979188317389,-1.0027754761323564,0.6122614265923012
ACOT7,0.0579857605071581,0.31803123626345814,0.1628766112927557
PLEKHG5,-0.6103916231311537,-0.27784252166251727,-0.34078552068695345
NOL9,-0.9909461277852466,-0.7150792362450318,-0.18668104759114354
ZBTB48,-1.2327850371929792,-2.195710221784335,-0.9444632487893684
KLHL21,-0.044718409736240965,0.360806333289954,-0.12943868449988122
PHF13,0.09047905356487015,-0.7836179770632938,-0.9698375890214911
THAP3,-0.5210063261625778,-0.6016225096115733,-0.9127060968296448
DNAJC11,-0.4796832149396657,-0.11978409970657461,-0.23747534762333444
CAMTA1,-0.43350925161290027,-0.45344300991505543,-0.9319879784336962
VAMP3,-0.8638091863375088,-0.4733527870193263,-0.34237423782237647
PER3,0.7594681390624274,0.4800927674433418,0.4457870712407974
PARK7,-0.42385282270242186,-0.3052123514600815,-0.5201012281013676
ERRFI1,2.1480344698638625,0.8625009784518696,0.8687698250251614
RERE,-0.2411863268287106,-0.15984265041540266,-0.3993203713168399
ENO1,0.35779807910739153,0.6000919127194582,0.551943814614047
GPR157,0.30772536410703205,0.5710330760947535,-0.2790353725363915
MIR34AHG,0.6435257559978389,0.7870455702429311,1.2225817253019464
H6PD,-1.511051790372349,-0.20590832640199966,-0.23455194854241768
SLC25A33,-0.10285574182723069,-0.3345478495109297,0.09617814339640764
TMEM201,-0.8866178346590559,-1.0435803255580325,0.4112067044263518
PIK3CD,0.5982794817815638,-0.7676912342800897,0.47962634197923393
PIK3CD-AS2,-1.5562417524987282,-0.5745410532506341,-0.11658310464369141
CLSTN1,-0.25028114693371245,-0.3504042841569301,-0.41334844087767303
CTNNBIP1,-0.20982921717977024,-0.839592435052559,-0.718185501698926
LZIC,-0.9330393358234268,-0.4589379612328273,-1.0422489517620157
NMNAT1,-0.1862620929027905,-0.5342644985429672,-0.62417339168724
UBE4B,-0.2999880404688646,-0.018132717327716815,-0.2936574934146848
KIF1B,0.16372355282280898,0.024613136209897073,-0.6124142031183553
PGD,-0.5921925181639409,0.12806579042240426,0.007850484463538986
CENPS,0.31511066875745186,0.15303778323590586,-0.3735555896141207
DFFA,0.24242194596906685,0.2984949379254047,-0.2632524920440709
PEX14,-0.28001215432447063,-0.14439359747170855,-0.16475404691579598
CASZ1,0.0843772365247552,0.06430720596680563,0.05577984192738938
TARDBP,-0.8023422886831035,-1.3715817972301672,-1.1174453072787962
SRM,-0.06772045130730579,-0.49814808842219443,0.05718365624104401
EXOSC10,-0.720135841624824,-0.5377491540947688,-0.8339771730795569
MTOR,-0.06021544436752534,-0.23603491114562658,-0.30554998011062295
UBIAD1,-0.2345257446343361,-0.7608971179339576,-0.276542874551037
FBXO2,0.8161880066433581,-1.5083161299717283,0.6751766033707973
FBXO44,-1.7607302925414139,-0.9344365523200082,0.42923236230879525
MAD2L2,0.16128429286282747,-0.004947608018447629,0.7465549210333577
AGTRAP,-0.8850309942945849,-1.2099808795502014,-0.2955375680487257
MTHFR,-0.5672941115186738,0.014769299738571069,0.03371912122638683
CLCN6,-0.23475452448954567,-0.39845016757212187,-0.1034028866972996
NPPA,4.497316730802726,2.7168964682193497,3.828765868303119
NPPB,3.1204902924006284,5.502399926483571,5.641216272524787
KIAA2013,-0.806679613882153,-0.7250921024108088,-0.056153454915502735
PLOD1,0.2830727347999052,-0.6104111023357782,0.11132748994767283
MFN2,-0.3901740822085564,0.35746210546999896,-0.3139416999873994
MIIP,-0.9469605009511213,-1.4668423450041779,-0.47664602777819814
VPS13D,0.12600968155347309,-0.33135786022074143,0.2523792546793117
DHRS3,1.025912545293103,1.1081907080419136,0.5196426406583541
PDPN,1.7680162851998702,-0.6095820925354721,1.672717911982076
PRDM2,-0.6990174340903046,-0.5928395475111756,-0.6575363729117925
KAZN,0.6775735975896318,0.8435249863652281,0.2814490650262335
TMEM51-AS1,-0.4824472345204284,0.1565332649765061,-0.15182214323325383
TMEM51,0.7437617561414739,1.0849739232803444,0.14126332988718818
FHAD1,0.43601704129857316,-0.31732178353929547,0.6250739916844807
EFHD2,-0.08225661398010331,0.4475932758109841,0.7289733570236087
CASP9,0.15325645892294296,-0.5247163755227825,-0.003081233297088218
DNAJC16,0.03904923622083704,-0.0609065862599536,0.10006799198383128
DDI2,-0.2868735579296598,-0.35783020307531294,-0.6997656958669971
PLEKHM2,-1.44999894645888,-0.09958869074062451,-0.4570477241398052
FBLIM1,-0.07291722431015661,0.18716616083765916,-0.1176391863317967
UQCRHL,-0.7823962816197749,-0.2035118836765335,-0.3745733157809994
SPEN,0.8055170072731032,-0.4215862955944623,-0.7834516658460373
ZBTB17,-1.3084475704097933,-1.2129771785404238,-0.7270674484522068
HSPB7,0.6112941239220965,0.5767415655976613,0.4477705809466172
CLCNKA,-1.3821625521056333,-1.309044094959944,-0.6669730834343034
EPHA2,-0.1892583310243871,-0.40473452609952437,-0.8050025312898762
FBXO42,0.29107486282547507,0.2231157902138569,-0.4533242659828715
SZRD1,-0.045961734727278304,-0.8260068659101236,-0.9755375926366696
NECAP2,0.03781456461757679,-0.5146514072657524,-1.1717228097933265
CROCCP3,-0.6976771087520248,-0.22460681387343945,0.06079815141436393
NBPF1,-0.9238526707849887,-1.045822133954573,-1.0911874079994028
CROCCP2,-0.7891521489406124,0.294050610860129,-0.2922320305107356
CROCC,0.7632554058089305,2.3956226606311617,0.2753559957444694
MFAP2,0.3583191642760468,0.7124338735693705,0.7822772363309518
ATP13A2,-0.044201958903176554,-1.3703388690759688,-1.1582185823599325
SDHB,-0.6535059642865306,-0.368527240002745,-1.222135572551018
RCC2,-0.9618511608753373,-0.2651340827314108,-0.33788128164909287
ARHGEF10L,-0.13792314164285463,-0.41641926926142503,-0.06893302991340984
ALDH4A1,-1.079512097864054,-0.7142625187164384,-0.39639970408428477
IFFO2,-1.4780460707082739,-0.02433254834842563,0.38803347209536904
UBR4,-0.03587588659481615,0.3623804520204637,0.22447901799143102
EMC1-AS1,0.16842832596208265,-0.14039616431390203,-0.9614063904959985
EMC1,-0.4652369212730889,-1.0125126628117798,-1.5483827196780418
MRTO4,0.02817107422038483,-0.11885209806328235,-0.20774447044214026
AKR7A2,-0.6972485535279169,-0.975303445216216,-0.7224371170173107
SLC66A1,-0.39433856880855694,-0.48158945053741686,-0.6109917394642607
CAPZB,-0.47548417868476284,-0.8070263498729204,-0.6082735883604826
MICOS10,-0.12002814158732635,-0.16050909006974123,-0.4254754740121243
OTUD3,0.38640999570215584,-0.3711251246854452,-0.9869177151235391
CAMK2N1,1.4462807977337562,0.24683655666679272,0.5693087560799412
MUL1,-0.7836765844990232,-1.4533839535587596,-0.7796367975651465
PINK1,-0.5315193836983063,-0.6566604274306408,-0.6134381205273806
DDOST,-0.6511195932527832,-0.6802854799576536,-0.7679894073518341
